price_open,price_high,price_low,price_close
391,407.34542,388.7201,405
406.62,409.71,392,398.95
398.94,408.6,390.10001,405.5
407.41,421.7991,403.01282,415.54
415.18,424.9,411.46001,421.18
421.18,422,413.1337,420.72
420.72,444.03,418.21018,434.63
434.63,448.7,422.49602,438.5
438.33,439.5,422,433.5111
437.45,440.9,414,419.1
419.1,425.6,409.07,423.94
423.87,426.75,415.79,423.51
423.51,433,417.64758,432
430.84,435.99809,428.22,433.12
433.09,436.07,421.07001,433.73
433.73,442,428.12,436.44
436.41,437.78,427.01,433.08
433.03,435.36,418.36,423.45
422.4,424.47,408.63,420.29
418.76,423.9,405.5,407.35
407.38,408.98,381.09,396.08
396.13,412.31,385.01,400.649
403.24,418.74,395,412.21
412.21,416.33,407.4,411.18
411.18,414.735,406.45,412.8
412.64,429.702,409.31,416
416,423.65,414.97,419.39
419.48,421.3,406.15,410.9
410.56,417,406.66,413.04
412.51,416.966,407.74,414.99
415.02,417.43,412.15,415.41
415.41,419.04,412.871,416.57
416.06,422.69,415.66,418.41
418.47,420.996,399.21,407.91
409.66,411.443,404.1,409.04
408.36,415.34,406.6,411.28
411.25,414.359,406.5,411.67
411.98,417.9,410.35,416.64
416.39,419,411.89,417.62
417.62,418.15,410,412.95
412.86,419.759,411,416.41
416.42,418.4,414,416.97
416.96,429.999,415.77,425.3
425.29,426.39,419.63,423
422.87,428.109,405,416.39
416.4,416.41,407.56,413.74
412.97,419.988,411.4,414.66
416.03,419.039,413.42,416.31
416.31,423.17,416.01,419
419.95,421.66,416.1,419.11
418.51,421.6,416,418.75
419.48,424.97,418.01,422.71
422.4,424.611,420,421.46
421.36,424.39,418.09,420
421.99,425.96,415.71,417.75
417.75,420.75,412,418.24
418.59,423.99,416.96,420.04
420.4,424.5,418,422.69
423.95,430.358,421,425.54
427.91,429.44,422,423.93
423.6,428,420.57,426.3
426.4,431.1,423.07,429.45
430.82,434.89,427.12,430.69
433.69,434.93,424.24,431
426.77,434.46,425.8,427.42
430.9,438.2,426.24,435.63
437.06,444.07,433.11,440.965
442.84,453.8,440,451
452.25,452.95,442.7,448.41
448.57,455.84,443.216,455.69
455.68,470.02,445.4,464.46
464.47,472.38,452.5,461.882
466.17,472.11,462.085,470.59
470.3,470.79,440.94,445.31
445.39,452.005,434.79,449.14
451.63,459.44,445.62,456.53
458.85,459.33,446.44,454.02
454.02,457.07,446.84,456.98
456.99,457.63,438.59,446.43
446.54,453.29,440.78,452.22
451.52,453.23,444.15,446.63
448.58,451.56,445.11,448.5
449.99,463.97,447.03,462.31
462.31,464,455.95,461.87
458.97,465,455.948,462.79
462.6,465.9,455.62,461.99
464.15,465,447.38,451.62
450.88,458.65,450.32,454.37
452.95,456.57,448.88,455.2
456.48,458.03,452.04,456.281
457.97,459.83,453.51,455.57
458.9,463.62,454.14,457.56
461.48,461.59,450.167,455.66
455.64,457.49,451,453.08
454.19,457.88,452,455.56
455.56,456.41,429,438.38
437.91,445.85,427.061,445.65
442.84,446.99,431.012,446.28
446.27,446.45,433.34,438.8
442.45,446.3,435.55,445.67
445.56,448.5,440.5,446.99
446.98,452.42,443.02,451.49
451.45,454.99,445.19,454.97
452.07,478.16,452.07,472.05
471.21,545,450.55,523.25
523.35,549.99,470,525.22
525.22,541,510.01,532.55
532.56,548.5,510.965,531.34
531.25,542.87,485.895,534.84
536.95,541.2,529.13,537.87
538.06,578.37,535.74,571.25
571.09,594.64,558.54,573.8
576.31,585,566,575.17
575.17,588.15,573.353,586.77
586.75,594.44,497.01,577.54
579.72,584.25,571.709,581.98
583.19,583.48,571.596,577.46
577.47,581.8,572,580.31
580.31,611,575.93,610
609.5,687.71,603,677.86
677.45,725,655.02,703.369
706.02,706.45,647.264,684.95
685.25,699.3,671.578,696
698.76,777.68,689.8,766.62
769.71,778.7,702,749.67
752,785.15,723.02,754.83
759,771.92,740.11,768.76
768.94,768.94,702.42,703.12
706.47,735,625,667.66
667.88,679.99,568.11,604.5
606.13,637.89,1.5,631.1
631.1,762.24,620.82,661.71
669.98,703.335,639.4,673.71
673.71,676.205,608.64,630.16
638.56,664.076,618.03,657.5
657.86,665.51,635.5,649.322
644.33,648.43,615.854,634.11
639.41,675,628.06,667.95
666.33,691.204,659.71,678.19
678.09,705.21,672.74,702.48
705.25,705.25,644.65,658.27
664.09,684.73,640.1,681.98
681.98,683.078,659.566,669.87
669.75,681.99,662.13,678.79
678.79,683.44,605.5,638.19
641.97,671.933,634.04,663
663,671.932,608,652
647.78,657.61,636.8,652.44
648.77,664.27,639.31,650.97
651.25,678,646.05,666.56
665.41,671.45,651.03,655.11
655.3,665.916,640,659.1
661.4,670.01,658.41,665.15
667.48,669.99,655,666.32
666.3,685,661.35,680
680,686,666.12,675.5
675.51,676.87,666,673.98
673.98,676.148,660,666.92
667.15,669.459,658.891,667.28
667.27,669.94,644.545,654.67
654.7,662.35,645.939,657.5
657.68,668.438,651.98,661
660.92,664.675,651.736,657.79
657.99,659.1,642.5,654.06
654.06,663.942,646.31,656.979
657,661.1,651.696,657.4
657.4,659.569,651,654.61
654.88,658.98,651.9,655.87
655.95,657,614.97,622.57
626.97,630,599,604.37
606.84,613.38,465.28,540
540,576,515.271,573.36
573.35,599.95,552,587.5
587.5,592.87,562,572.5
583,597.998,562.56,591.71
591.7,607.508,570.11,592.47
595.14,597.348,583.58,591.48
591.58,594.04,579.43,586.45
586.75,603.144,580.01,591
594.94,599.99,585.22,587.91
587.9,592.187,580.47,587.74
587.68,590.79,581.101,583.52
586.45,586.49,556.24,574.99
574.97,575,554.9,565.55
567.85,587.803,563,574.99
579.02,581.99,566.02,574.45
570.91,579.36,568.79,574.09
574.05,577.987,552.3,572.91
573.68,584,568.52,581.87
581.72,586.12,576.01,577.55
581.34,592.132,572.5,585.2
585.19,588.99,576,582.39
582.39,587.713,575.29,578.47
578.68,582.247,569.89,575.71
575.57,582.46,572.994,579.29
579.29,579.705,564.271,570.84
570.83,580.965,566.8,575.41
575.41,582.01,568.6,573.21
573.21,581.7,568.55,574.95
574.95,578.83,568.4,572.89
572.89,575,566.86,573.02
572.94,577.97,565.556,576.21
576.41,605.325,569.01,600.91
600.93,617.13,590.88,611.92
611.94,612.299,592.46,603.48
605.93,613.999,601,612.99
613.318,618.53,604.7,615.21
615.22,635.62,611.66,625.67
627.97,630.075,612.93,622.07
622.07,629.241,618.67,623.74
623.58,634.77,591.8,607.94
607.94,613.541,602,611.107
606.86,616.999,603.28,608.63
608.39,616.845,605.98,608.43
612.5,615.8,602.3,609.962
605.43,613,603.15,607.93
607.95,610.084,601.1,607.92
607.92,614.509,601.97,611.4
611.4,614.59,603,608.6
608.6,612,600.94,605.6
600.85,605.6,592.002,597
597,600.758,592.5,596.21
595.99,604.557,593,602.96
602.96,607.632,597.76,603.68
603.69,605.99,596,601.67
601.67,608.98,596.1,607.08
607.04,609.109,600.02,604.26
605.71,607.589,601.41,605.04
604.96,609.304,601,605.99
605.59,612.5,603.15,608.23
608.99,617.299,608.23,615.65
615.65,615.98,605,612.4
612.42,615.24,606.6,612.99
612.99,613.598,604.99,610.34
610.33,616.091,605.76,613.16
613.16,615.967,607.09,611.88
611.78,623,607.52,617.98
618.11,623.102,612.5,619.5
619.46,620.79,610,617.42
617.43,619.9,612.12,618.72
618.72,647.03,614.56,642.12
642.3,643.58,628.76,635.79
635.9,639.975,630,635.66
635.8,643,624.08,638.03
638.03,647,635.25,638.16
638.16,645.06,635.18,641.92
642.1,643.549,632.1,639.56
639.56,641.1,631.52,635.11
635.12,639.636,623.734,627.98
629.79,633.416,625,628.05
628.05,638,627.5,630.83
630.67,669.86,627,652.75
653.03,669,645.33,651.04
651.05,657.88,640,649.98
649.03,664,643,655.889
655.889,679,651.69,674
674,692.41,665.59,691.21
691.01,691.784,677.05,689.95
685.91,725.64,684.89,714.28
711.1,714.98,688,697.41
697.39,709.68,681.01,696.9
697.07,739.488,695.38,730.7
730.7,747.07,717.32,747.07
742,750.5,670.32,690
690,709.998,681,706.32
702.95,714.471,694.71,706.99
706.46,721.458,697.92,709.93
717.04,717.32,698.26,706.42
706.41,718.3,701.02,711.15
711.3,747.26,705.45,720.97
721,724.696,705.84,712.91
713,720.94,712.002,716.39
716.56,719.1,701,704.53
704.63,706.794,683.23,704.01
704.01,709,695.07,708.32
708.4,717,673.85,711.06
711.92,744.8,708.44,739.71
738.07,760.814,729.01,739.1
729.61,754,728.89,748.54
748.55,763.11,735,750.77
750.77,757,713,731.99
731.72,741,727.03,736.4
736.39,752.614,726.38,749.22
746.66,750,729.92,741.52
741.51,745.11,727,738.44
737.99,743,728,739.74
739.51,743.3,722.3,729.91
735.69,739,722.44,727.32
729.24,736.44,724.1,729.77
734.173,735.555,721,732.37
732.44,745,727,742.69
742.51,754.98,740.18,751.54
751.55,781.976,750.77,773.499
769.78,773.509,752.41,760.75
766.86,772.57,752.41,762
767.94,770,743,752.079
752.079,761.58,747.99,759.8
759.93,770,750.26,764.34
764.34,779.499,761.71,767.89
767.9,774.999,765.97,773.22
773.15,778.555,768.11,775.87
776.05,776.08,762.02,771.05
771.05,783.263,768.702,778.94
779.26,793.27,765.1,775.35
776.65,783.086,770.74,777.66
777.66,781.498,771,776.16
776.16,785.979,771.24,785.41
780.85,795,779.5,788.57
788.98,794.44,780,794.211
790.71,794.99,787.01,790.81
791,806.099,787.1,798.65
798.98,834.97,796.474,830
834.15,877.994,826.02,860
856.45,922.93,855.45,918.19
917.28,923.869,878.89,891.5
891.59,900.344,851.11,896.12
895.94,917.53,888,902.09
902.08,943.36,891,930.34
925.28,983.46,923.95,982.17
982.25,988.88,950,974.32
970.51,974.32,920.017,960.81
961.52,973.37,940.013,973.37
973.37,1010,960.53,992.95
992.96,1034.931,990.01,1011.45
1011.52,1039.838,999.99,1020.67
1020.69,1150,997.23,1130.3
1114.38,1175,879.01,1007
1007,1059.196,868.384,895.71
894.02,912.668,802.07,906.2
908.99,953.8,881.3,923.33
922.04,923.58,875,896.23
902.66,916.687,889.41,905.05
907.66,924.59,755,799.97
795.79,840,734.64,807.794
812.25,839,775,825.86
831.42,847.52,810,828
819.52,835,808,821.86
833.43,840.6,818.09,834.41
831.76,920,827,906
905.95,917,850,887.7
887.98,910,878.89,901.01
902.23,907.104,880,895.8
894.97,930,891.28,925.298
925.06,946.25,886.76,923.76
929.45,931.33,910.63,910.7
913.15,930,880,885.47
885.71,904.01,884.5,896.01
893.25,921.95,892.86,914.926
917.02,925,908.01,922.63
922.98,925.5,913.08,924.98
918.6,927.47,910.45,916.54
913.12,925,910,919.99
919.99,974.969,917.5,963.99
968.166,992.75,962,992.5
992.88,1013.991,973.12,1008.38
1009.15,1037.519,981.761,1018
1015.06,1046.501,1001.796,1033.18
1034.13,1036.3,1003.02,1016.27
1010.03,1031.94,1005.1,1022.58
1024,1058.26,1021.3,1052.48
1053.96,1070,1016.49,1056.7
1057.22,1079.91,913.73,994.24
987.431,1010.68,948.208,1001.98
995.49,1023.89,987.62,1018.65
1018.63,1018.88,991.98,1000.73
1009.99,1021.5,975.1,1002.82
1000.74,1025,987.97,1013.92
1013.92,1020,1000.97,1014.53
1011.53,1047.43,1010.75,1032.7
1038.95,1064.99,1031.98,1055.46
1055.75,1073.8,1046.14,1062.15
1062.14,1067.78,1039.07,1055.61
1055.588,1095,1044.39,1089.82
1084,1132.95,1077,1128.29
1129.67,1143,1098.16,1128.71
1130.02,1197,1120.73,1186.9
1183.53,1221.93,1056.658,1186.91
1186.91,1189.49,1110,1158
1157.98,1187.33,1130,1184.91
1180.96,1198.99,1161.98,1195.81
1195.85,1214.94,1175.808,1191.21
1191.16,1231,1085.71,1230
1230,1298.61,1212.421,1269.17
1269.17,1298,1235.278,1292.86
1293.06,1294.48,1226.41,1273.97
1273.94,1278.99,1237.775,1273
1269.98,1288,1251,1278.49
1278.49,1288,1050,1237.36
1233.86,1246,1128,1150.22
1149.34,1214.95,1105,1190.89
1190.99,1360,956.85,1111
1111.92,1219,1105.002,1176.55
1188.11,1244,1138,1235.58
1235.27,1249.02,1180,1245.49
1242.46,1262,1213.55,1243.995
1245.82,1264.55,1238.32,1263
1258.75,1277.27,1025,1172.62
1175.11,1175.11,983.9,1071.02
1068.78,1099,919.44,970
970,1063.7,943.896,1017.937
1019.1,1053,902,1044.96
1046.75,1120,1029.999,1114.39
1109.99,1114.96,975.626,1037.56
1037.6,1057.41,1006.4,1029.65
1030.84,1033,911.23,921.302
933.93,973.99,881.891,956.02
963.72,1005,923.005,973.08
974.25,1045.9,948.323,1042.08
1042.28,1069.39,1014.9,1043.281
1045.54,1060.06,1005.77,1043.27
1043.09,1057.51,1017.14,1042.34
1042.32,1094.49,1031.43,1088.99
1088.99,1110.95,1061.64,1092
1083.95,1119,1066.49,1078.01
1113.23,1168.72,1076.19,1152.44
1152.09,1165.648,1118.85,1143
1141.999,1146.883,1111,1132.99
1132.99,1206.97,1132.98,1192.3
1190.72,1205,1175.203,1194
1194,1204.999,1166.66,1184.5
1182.469,1221,1173.98,1211
1205.2,1219.78,1189.449,1209.25
1209.99,1234.622,1198,1223.99
1223.499,1230.411,1208,1214.18
1214.68,1219.5,1141,1176.72
1172.56,1197.992,1142,1173.74
1173.13,1198.18,0.06,1178.85
1178.84,1193.33,1150,1177.97
1177.63,1210.986,1161,1189.92
1190.95,1218,1175.95,1202.378
1202.59,1215.32,1190,1214.21
1203.98,1249.478,1201.66,1234.19
1234.93,1258.77,1231.65,1249.99
1249.98,1253,1199,1247
1231.84,1254,1223.42,1241.99
1251.91,1261.16,1234,1257.29
1256.65,1287,1248.42,1281.16
1276.349,1330,1265,1298.44
1297.55,1360,1285,1331.53
1335.493,1381.01,1292.14,1353.34
1352.96,1369.5,1312,1365.43
1364.98,1394.51,1309.37,1384.55
1348.88,1466.69,1325.76,1436.5
1436.5,1492.93,1381.436,1447.75
1471.79,1533,1431.02,1513.599
1513.598,1665,1444.94,1563.39
1561.47,1630,1491.335,1551.3
1513.742,1598.89,1505,1535.422
1535.422,1618.31,1358,1554.01
1505.167,1713,1485.982,1713
1712.99,1794.7,1616.05,1720.43
1721.8,1799.99,1682,1794.97
1781.999,1892,1745.01,1837.93
1837.98,1838,1639,1698.188
1695.56,1795.633,1601.46,1792.73
1776.8,1829,1752.85,1799.99
1782.3,1802.99,1682.56,1705.48
1706.07,1791.262,1641.22,1700.01
1700.01,1880,1670.01,1813.23
1813.23,2589,1766.33,1899.16
1879,1980,1851.535,1976.23
1961.793,2059,1914,2039.114
2039.115,2102.68,1961.52,2011.106
2056.99,2298,1900.1,2085.992
2088.76,2283,2079.251,2272.75
2233.975,2481.75,2231.967,2408.24
2408.24,2806,2201,2292.53
2259.2,2683.18,2030,2279.82
2276.46,2353.35,1812.99,2042
2042.89,2342.99,1995.016,2232.78
2140.793,2357.86,2051.681,2279.48
2290.18,2339.08,2112.31,2203.53
2191.58,2338.91,2130,2291.301
2291.301,2488,2291.301,2419.98
2399.981,2497.65,2370.03,2487.183
2485.432,2599,2445,2540.94
2548.3,2570,2460,2521.36
2530.27,2699.35,2515,2690
2698,2938.55,2674.69,2871.29
2871.9,2893.28,2598.7,2690
2693.002,2818.052,2611.41,2799.73
2805.46,2868.23,2780.43,2811.39
2811.37,2942.04,2787.891,2931.38
2931.16,2998.99,2781.893,2998.98
2998.98,2999.99,2400,2609.442
2609.442,2798.99,2601,2709.01
2709.02,2827,2318.43,2452.686
2451.42,2525,2050,2424.91
2428.72,2540,2287.84,2480.43
2480.44,2679.24,2413.96,2630.03
2634.94,2670.158,2455.01,2515.25
2516.98,2598,2480.96,2598
2598,2783,2579,2705.1
2725.11,2789,2559.51,2644.968
2644.969,2740,2588.547,2684.987
2713.48,2745,2657.46,2690.76
2690.76,2724.96,2500,2574.84
2557.66,2635.72,2408,2490.126
2505.61,2563.9,2210,2421.22
2421.21,2575.75,2257.008,2565
2565,2605,2444.437,2553.12
2554.014,2594.78,2498.003,2526.074
2538.41,2564.58,2419.238,2455.19
2455.19,2517.11,2364.01,2393
2393,2545,2344,2505.571
2500.911,2595,2469.212,2546.73
2542.41,2647.65,2540.07,2602
2602,2630.24,2530.1,2602.9
2598.37,2623.54,2522,2600.39
2604.89,2613.993,2470.201,2501.46
2501.46,2563.5,2462,2550.07
2560.84,2579.84,2494,2508.99
2504,2527.88,2250,2323.45
2326.12,2410,2242.62,2302.2
2302.2,2416.512,2235,2383.42
2373.845,2425.16,2308.14,2336.402
2340,2357.84,2133.77,2217.24
2217.02,2224.82,1956.202,1964.46
1972.3,2044.44,1758.2,1911.78
1905.05,2238.07,1905.002,2235.19
2226,2400,2134.37,2308.15
2310.801,2402.5,2212.484,2258.99
2258.99,2957,2254.64,2875.03
2873.45,2887.45,2608.27,2670
2661.05,2882,2644.59,2831.131
2825.27,2855,2640,2749.02
2755.19,2809.377,2701,2755.898
2759.95,2782.44,2440.211,2556.002
2564,2617.013,2400,2524.99
2524.99,2695.999,2509.63,2664.99
2666.33,2851.954,2655.55,2777.01
2808.971,2808.999,2631.78,2700.21
2681.6,2799,2500,2723.99
2745.76,2910,2680.01,2876.133
2855.81,2970,2599,2732.59
2727.975,2761.514,2650,2703.51
2700.9,2808.88,2697.7,2793.37
2787.05,2888.2,2760,2857.34
2875.967,3350,2848.32,3256.31
3256.31,3299.1,3146.1,3235.032
3222.22,3447.887,3186,3395
3395,3492,3300,3430.52
3430.52,3444.9,3178.72,3342.8
3342.8,3470,3311.17,3444.98
3444.98,3735.199,3390.67,3645.06
3651.74,3975,3586.95,3874
3889.09,4232.71,3841.468,4060.47
4053.87,4423,3964.96,4320.6
4320.53,4484.29,3800,4159.93
4159.93,4399,3926.06,4370.01
4370.01,4480,4167.21,4280.01
4280.01,4368,3960.47,4141
4100,4211.683,3900,4179.733
4091.99,4198,4000,4050.99
4058.64,4116.969,3949.78,3987.52
4002,4169.994,3583.46,4104.9
4104.9,4279.99,4051.94,4151
4142.5,4380,4082.57,4334.682
4312.03,4465,4270,4360
4360,4392.1,4232.43,4333.38
4344.32,4409.999,4290.32,4337.68
4343.5,4399.72,4169.01,4384.99
4384.99,4705.07,4336.26,4591.38
4578.82,4642.22,4479,4581.98
4573.15,4769.03,4566.66,4736.28
4743.94,4948,4671.09,4921.7
4948,4985,4488.5,4599.9
4643.63,4749.99,4385,4606.26
4626.05,4660,4058.5,4344.11
4498.46,4543.2,4001.93,4393
4393,4699.9,4356.42,4616.18
4616.18,4730,4475,4660
4624.18,4705.1,4090.3,4346.24
4346.15,4449.95,4164,4334.36
4334.36,4386.8,4010,4287.1
4251.36,4397.4,4092.4,4210.72
4210.72,4399,4070.01,4155.55
4164.52,4183.1,3720.01,3855.01
3861.89,3947.9,3210,3250.2
3227.79,3894.48,2955.01,3740.02
3740.02,4042.98,3500,3726.51
3726.51,3841,3463,3719
3719.98,4135,3659.42,4100
4100,4125.22,3848.35,3903.4
3888.8,4059,3820.56,3872.06
3872.07,3916.9,3571,3623.9
3617.47,3767.77,3509.79,3619.01
3619.01,3830.3,3552,3787.33
3787.33,3792.9,3615,3664.22
3669.01,3976.9,3658.39,3918
3919.98,3970,3850,3885.09
3885.09,4240,3870,4200
4200,4285,3336.67,4184.84
4189.42,4227.62,4015.17,4157.1
4156.99,4368,4143.52,4326.09
4339.01,4399,4216,4388.74
4394.81,4470,4352,4392.71
4392.71,4430.3,4104.51,4300
4299.99,4352.9,4170.07,4214.84
4214.24,4372,4137.96,4301.09
4320.02,4425,4278.4,4363.1
4363,4463,4312.82,4425
4422.72,4615.1,4404.5,4597.98
4602.51,4875.39,4541,4764.7
4769.55,4925.65,4700,4748.5
4750,4878,4700,4822.01
4814.99,5445,4793.66,5445
5439.41,5869.89,5380,5624.8
5636.27,5839.8,5555.89,5799.99
5799.99,5849.83,5415,5680
5683.92,5807.11,5548,5745.72
5754.9,5776.31,5506.78,5597.31
5591.97,5630,5082.24,5569.33
5574.02,5750,5512.06,5704.01
5704,6074,5589.8,5977.29
5977.26,6189.1,5868.26,6013.46
6012.58,6082.3,5700,5969
5974.96,6060.28,5617.75,5905.99
5901.8,5906,5453.01,5523.4
5525.43,5765,5366,5739.97
5741.66,6000,5683,5889.42
5891.61,5998,5674.06,5780
5780,5894,5646.18,5752.01
5730,6316.85,5683,6132.76
6140.01,6229.77,6024.03,6119.99
6124.16,6472.13,6072.81,6434.21
6434.24,6784,6340.01,6741.9
6745.04,7445,6700,7039.98
7037.47,7500,6894.1,7177.27
7145.24,7569.9,6934.1,7369.9
7374.45,7630,7275.16,7372.72
7373.3,7449,6900.73,6967.68
6975,7273.1,6942,7109.7
7131.38,7927.45,7031.66,7450.32
7465.06,7490,7061.2,7148
7151.48,7400,6415,6577.62
6588.18,6894.99,6184.63,6355.13
6339.86,6500,5450,5886.35
5870.03,6870,5800,6549.31
6524.69,6779.2,6450,6605
6607.99,7367.94,6605,7292.65
7283.16,7990,7085.2,7750.7
7846.96,7997,7520.2,7677.17
7675,7862.62,7426.9,7776.54
7770.28,8099,7668.06,8031.82
8016.58,8314.95,7900,8256.01
8256.01,8375,7770,8109
8095.19,8310.89,8025.4,8250
8214.69,8290,7980,7989
7988.96,8340.02,7850,8173.1
8209.87,8795.5,8100,8779.62
8779.35,9596,8538.2,9306.21
9401.11,9795,9155.6,9763.11
9768.71,9989.95,9411,9800
9877.63,11485,8595.55,9824.68
9833.7,10900,8975,9903
9935,10970,9360.01,10869.84
10840.45,11200,10637.69,10930.24
10875.68,11891,10500.17,11290
11290,11681,10850,11643.98
11613.07,11900,11384.25,11718.35
11711.19,14425,11659.8,13735.16
13735.16,19697,13085.9,16599.99
16599.99,17777.69,13482.42,16250.01
15799.87,16500.98,12701.05,14607.49
15041.01,16300,13000,14850.3
15268.99,17493,14677.19,16885.76
16470,18149.99,15967.29,17730.12
16650.01,17900,15497.69,16689.61
16245.02,17199.6,15825.7,16749.78
16678.78,17950,16323.3,17471.5
17477.98,19797,17269.99,19650.01
19187.78,19999,18465,19378.99
19261.89,19385,17835.2,19039.01
18981.88,19160.79,16723.5,17838.73
17700,17950,14001,16496.89
16466.98,17375.2,14315,15800
15600,15974.95,10400,14000
13980,16261,13496.48,15075.85
15075.89,15500,12488,14221.94
14107.87,14774,13030,14171.98
13989.99,16249,13746.95,15764.44
15810,16555.2,14484,15445.9
15418.95,15550,13500,14470.07
14436.99,15198.5,13949.5,14565.05
14351,14639.79,12050,12839.99
12640,14299,12491.21,13990
13775,14442.9,12800,13480.01
13506.1,15300,12851,14781.51
14670.96,15599.7,14546.28,15144
15155.62,15503.59,14000,15266.6
15200,17200,14800,16960.01
16945.51,17245,16167.5,17098.99
17175,17175.01,15665,16174.22
16150.15,16300,13500,14999.99
14999.99,15440.7,14123.97,14480.99
14403.51,14979,13412,14875
14899.99,15055,12800,13308.06
13260.04,14152.19,12807.27,13820
13820,15800,13266.3,14174.38
14174.01,14500,13072.22,13626.27
13647.99,14438.9,13207,13590
13581.66,13643.66,9928.62,11386.34
11393.97,12358.89,9005,11200.01
11199,12262.3,10677.33,11247.57
11305.53,12050.39,11025.18,11598.1
11535.55,13079.6,11498.99,12762.8
12782.99,12845.8,11100,11501
11558.87,11968.5,10000,10780
10810,11456,9927.54,10820.81
10824.95,11500,10450,11346.58
11400.98,11760.1,10805.56,11118
11117,11635,10263.32,11086.89
11086.88,11630.47,10815.84,11372.85
11373.92,11989.15,11100,11536
11685.58,11820.01,10840,11135.34
11162.62,11222.36,9711.11,9971
9971,10331,9513.1,10149
10148.99,10187.56,8400,9000.73
9014.22,9155,7540.99,8787.52
8805.76,9499,8022.9,9221.14
9178,9353.45,7751.2,8167.91
8190.78,8349.3,6425.75,6905.19
6886.58,8150,5850,7690
7737.26,8650,7125.1,7559
7588.01,8644.36,7543,8200
8200,8779.62,7750,8693.98
8693.98,9090.8,8139.4,8553.5
8553.5,8576.42,7820,8072.99
8073,8995,8059.9,8899
8897.42,8951.89,8360.13,8522.99
8520.01,9520.6,8504.57,9472.98
9472.98,10259.29,9330.1,10037
10020.27,10325.1,9689,10196
10167.49,11149,10039.73,11100
11100,11308.8,10150,10380.04
10430,11274.11,10297.39,11173
11165.1,11790.1,11000,11233.41
11233.42,11300,10236.2,10468.1
10453.83,10976,9712,9843.34
9843.33,10438.6,9550.9,10144.99
10144.99,10578.7,9363,9697.21
9688,9887.1,9260,9590.04
9595.99,10471,9376.34,10322.1
10329.99,10878.9,10117,10566.57
10572.49,11081.4,10255.07,10310
10307.26,11100,10130,10903.13
10895.93,11200,10765,11029.99
11000.01,11528.9,11000,11432.5
11445,11539,11041,11469.9
11479.68,11688,11339,11377.54
11417.39,11438,10550.1,10731.5
10700,10911.78,9375,9925
9904.52,10150,9000,9304.89
9293.06,9427.9,8366,9230
9228.83,9518.77,8653,8791.47
8795.04,9772.42,8434.1,9535.04
9533.88,9899.9,8742.07,9110.39
